
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                   10834.44
8                   10944.88
16                  10574.80
32                  10853.32
64                  11014.86
128                 10894.68
256                 10860.56
512                 10977.25
1024                11224.43
2048                11300.08
4096                11327.44
8192                11408.49
16384               11463.43
32768               19957.67
65536               19753.06
131072              19861.69
262144              21926.65
524288              20374.99
1048576             21050.60
