
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     246.92
8                     267.78
16                    255.35
32                    267.81
64                    267.66
128                   289.76
256                   267.16
512                   285.32
1024                  304.85
2048                  354.65
4096                  331.96
8192                  394.94
16384                 905.94
32768                 544.77
65536                 794.44
131072               1668.71
262144                797.01
524288                962.18
1048576              1457.04
