
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     383.66
8                     369.45
16                    387.99
32                    382.46
64                    388.17
128                   389.80
256                   422.47
512                   381.45
1024                  402.44
2048                  490.27
4096                  761.83
8192                  759.79
16384                 816.88
32768                 854.64
65536                 815.76
131072                994.76
262144               1206.25
524288               1416.52
1048576              2426.88
